tweet_id,timestamp,username,display_name,text,replies,retweets,likes,keyword_source,clean_text,aspect,sentiment
2049140983724712217,2026-04-28T14:57:36.000Z,@exnesskomunitas,Exness Komunitas Resmi,"Suku bunga tinggi, tapi dolar AS tidak naik. Apa yang mendorong franc, dan kenapa SNB jadi fokus? Tonton videonya.  #CHF #USD #NSB #inflasi",0,0,0,dolar naik,suku bunga tinggi tapi dolar as tidak naik apa yang mendorong franc dan kenapa snb jadi fokus tonton videonya chf usd nsb inflasi,Harga barang,Negatif
2049134650430484583,2026-04-28T14:32:26.000Z,@WillyXO,Kinieter,Uh dolar naik,0,0,0,dolar naik,uh dolar naik,Umum,Netral
2049133038865662419,2026-04-28T14:26:02.000Z,@jjaehyoono,ash,keknya perilisan the approach sudah semakin dekat tapi dolar semakin naik anjenk lah jadi wni,0,0,0,dolar naik,kayaknya perilisan the approach sudah semakin dekat tapi dolar semakin naik anjenk lah jadi wni,Umum,Netral
2049118388052717694,2026-04-28T13:27:49.000Z,@rug1dong,evasydraa,"ini kalo kita bawa topik ini ke kuliahan pasti bilang ""karna perang Iran makane harga lagi pada naik semua, bukan rupiahnya yg lemah, emg dolar lg naik"" emm mungkin ya, mungkin   @cakezuhaa",0,0,0,dolar naik,ini kalo kita bawa topik ini ke kuliahan pasti bilang karena perang iran makane harga lagi pada naik semua bukan rupiahnya yang lemah memang dolar lagi naik emm mungkin ya mungkin,Harga barang,Netral
2049103473875247559,2026-04-28T12:28:33.000Z,@sakukitaoffcl,Saku Kita,"LALU APA KAITAN DXY & CAPITAL FLOW???  Hubungan antara DXY dan CAPITAL FLOW sangat erat karena pergerakan kekuatan dolar mencerminkan arah aliran uang global.  Ketika DXY naik (dolar menguat), hal ini biasanya menandakan bahwa dana global sedang masuk ke AS karena investor",1,0,1,dolar naik,lalu apa kaitan dxy capital flow hubungan antara dxy dan capital flow sangat erat karena pergerakan kekuatan dolar mencerminkan arah aliran uang global ketika dxy naik dolar menguat hal ini biasanya menandakan bahwa dana global sedang masuk ke as karena investor,Investasi,Positif
2049102450125418650,2026-04-28T12:24:29.000Z,@iamrara123,R a r a,"What the hell you sent this sort of useless menfess among this current circumstances that been happening here....   Dolar naik, kecelakaan kereta, gaji gak naik2, keracunan MBG, dsb.   Those should we discussed about, not artist",0,6,26,dolar naik,what the hell you sent this sort of useless menfess among this current circumstances that been happening here dolar naik kecelakaan kereta gaji enggak naik keracunan mbak dsb those should we discussed about not artist,Umum,Netral
2049018187795378626,2026-04-28T06:49:39.000Z,@cheetosarmy,AnimeTidakPernahBerakhir,Dapat inside dari orng di industri semen. Mereka beli batubara harus dalam dolar. Skrng batubara naik dan dollar menguat..tpi ga boleh naikin harga semen. Jadinya double down.,1,0,2,dolar naik,dapat inside dari orang di industri semen mereka beli batubara harus dalam dolar sekarang batubara naik dan dollar menguat tapi enggak boleh naikin harga semen jadinya double down,Harga barang,Positif
2049013017166438713,2026-04-28T06:29:06.000Z,@0xhaydardad,haydar,"RUPIAH TEMBUS 17.000, PORTOFOLIO MINUS, TAPI 'SMART MONEY' MALAH PESTA PORA?  ​ ​Banyak investor ritel yang panik saat pasar kripto hancur akibat ketegangan geopolitik. Tapi tahukah kalian? Institusi raksasa kemungkinan besar sudah memiliki informasi dan melakukan aksi jual",0,0,0,dolar naik,rupiah tembus portofolio minus tapi smart money malah pesta pora banyak investor ritel yang panik saat pasar kripto hancur akibat ketegangan geopolitik tapi tahukah kalian institusi raksasa kemungkinan besar sudah memiliki informasi dan melakukan aksi jual,Investasi,Negatif
2048991668419149952,2026-04-28T05:04:16.000Z,@LambeSahamjja,Lambe Saham,"Guys, semua orang lagi ngomongin perang dagang Trump vs China.  Tapi yang jarang dibahas adalah:  China sebenarnya sudah menang diam-diam pelan-pelan, tanpa banyak omong.  Dan ini adalah cerita yang menurut gue adalah salah satu yang paling menarik dalam geopolitik ekonomi global",6,14,67,dolar naik,guys semua orang lagi mengomongkan perang dagang trump vs china tapi yang jarang dibahas adalah china sebenarnya sudah menang diam diam pelan pelan tanpa banyak omong dan ini adalah cerita yang menurut gue adalah salah satu yang paling menarik dalam geopolitik ekonomi global,Ekonomi nasional,Netral
2048682762702561539,2026-04-27T08:36:47.000Z,@lasecareguntur,MACK GIVER 007,"Reshuffle ato tdk di Reshuffle, gk ngaruh banget bagi rakyat,  pajak tetep tinggi,  Dolar tetep naik, MBG tetep jalan,  Bansos tetep di amputasi Banyak Wisuda sarjana banyak pengangguran. Orang kaya dmiskinkan Orang miskin turun temurun. Pejabat Negara berlimpah harta&jabatan",0,0,0,dolar naik,reshuffle atau tidak di reshuffle enggak ngaruh banget bagi rakyat pajak tetap tinggi dolar tetap naik mbak tetap jalan bansos tetap di amputasi banyak wisuda sarjana banyak pengangguran orang kayak dmiskinkan orang miskin turun temurun pejabat negara berlimpah harta jabatan,Umum,Negatif
2048681467832840592,2026-04-27T08:31:39.000Z,@restuufk,Restu | Sharing is Caring,"Langkah 4: Reformasi Politik & Kembalikan Kepercayaan   Habibie kasih kebebasan pers, bebaskan tahanan politik, dan mulai proses reformasi.  Investor asing yang kabur mulai balik karena liat ada perubahan positif. Kepercayaan internasional naik → dolar pun turun.",1,0,0,dolar naik,langkah reformasi politik kembalikan kepercayaan habibie kasih kebebasan pers bebaskan tahanan politik dan mulai proses reformasi investor asing yang kabur mulai balik karena lihat ada perubahan positif kepercayaan internasional naik dolar pun turun,Investasi,Netral
2048678507723821558,2026-04-27T08:19:53.000Z,@setanping,setanping,"Dolar naik. Konsol juga naik  Hiburannya makin mahal ya   Anyway, pake stik ini biar stik PS5 nya bisa lebih awet.   https:// s.shopee.co.id/qft0FxIpj",0,0,0,dolar naik,dolar naik konsol juga naik hiburannya makin mahal ya anyway pakai stik ini biar stik pas nya bisa lebih awet,Harga barang,Negatif
2048677048777052634,2026-04-27T08:14:05.000Z,@kenytimes,KENY,"Pinter dia nuker sekarang, dolar lagi naik-naiknya sekarang",1,0,0,dolar naik,pintar dia nuker sekarang dolar lagi naik naiknya sekarang,Umum,Netral
2048671763048079745,2026-04-27T07:53:05.000Z,@doimucenah,Raka,"Tetep aja di gajin dolar, gapi buying power nya mengecil bang karna harga barang pasti naik",0,0,0,dolar naik,tetap saja di gajin dolar gapi buying power nya mengecil bang karena harga barang pasti naik,Harga barang,Netral
2048661291720737166,2026-04-27T07:11:28.000Z,@squad_127,assa,Ok aja selagi pake uang dingin dan gak all in. Sistem nyicil sambil liat perkembangan dolar. Kalo masih naik berarti belum bottom.  Lumayan dapet 1-2 lot punya bluechip,0,0,0,dolar naik,ok saja selagi pakai uang dingin dan enggak all ini sistem nyicil sambil lihat perkembangan dolar kalo masih naik berarti belum bottom lumayan dapat lot punya bluechip,Umum,Netral
2048659638782980487,2026-04-27T07:04:54.000Z,@exnesskomunitas,Exness Komunitas Resmi,"Pound-dolar naik berkat Penjualan Ritel dan kemajuan perundingan damai Timur Tengah. GBPUSD memantul setelah menguji kembali EMA21 dan 1.3450. Harga menandakan tren naik, bertahan di atas EMA golden-cross. Menembus ke atas 1.3565 dapat memicu reli menuju 1.3715.",0,0,0,dolar naik,pound dolar naik berkat penjualan ritel dan kemajuan perundingan damai timur tengah gbpusd memantul setelah menguji kembali emak dan harga menandakan tren naik bertahan di atas emak golden cross menembus ke atas dapat memicu reli menuju,Harga barang,Netral
2048659210045722760,2026-04-27T07:03:12.000Z,@b_budiman1956,BUDI WIJOYO,"Dolar saat itu Rp 2000 an Melonjak menjadi Rp 16000an naik 8 x lipat andai kembali mendekati asal misalnya Rp 2500,- baru HEBAT.",1,0,1,dolar naik,dolar saat itu rp an melonjak menjadi rp an naik kali lipat andai kembali mendekati asal misalnya rp baru hebat,Umum,Netral
2048643495137874142,2026-04-27T06:00:45.000Z,@vicyrchm,Sunny,"Dolar naik itu fenomena global karena kebijakan suku bunga Amerika, hampir semua negara merasakannya. Menghubungkan kurs dolar langsung dengan program masak-memasak di dalam negeri itu lompatan logika yang kurang tepat secara ekonomi",0,0,0,dolar naik,dolar naik itu fenomena global karena kebijakan suku bunga amerika hampir semua negara merasakannya menghubungkan kurs dolar langsung dengan program masak memasak di dalam negeri itu lompatan logika yang kurang tepat secara ekonomi,Ekonomi nasional,Netral
2048643411797012712,2026-04-27T06:00:25.000Z,@doimucenah,Raka,Kalo ini saya belum bisa jawab karna saya tidak mau ini terjadi :(   @grok  tolong jawab jika 1 dolar naik ke 20K apakah akan terjadi krismon seperti 98 ?,1,0,0,dolar naik,kalo ini saya belum bisa jawab karena saya tidak mau ini terjadi tolong jawab jika dolar naik ke ke apakah akan terjadi krismon seperti,Umum,Netral
2048637473144852585,2026-04-27T05:36:50.000Z,@JuniPale,Juni Pale,"Dolar naik itu faktor global juga, bukan cuma urusan dalam negeri jadi jangan digiring seolah pemerintah tidak kerja",0,0,0,dolar naik,dolar naik itu faktor global juga bukan cuma urusan dalam negeri jadi jangan digiring seolah pemerintah tidak kerja,Ekonomi nasional,Netral
2048623220040077432,2026-04-27T04:40:11.000Z,@King_Ghozali,King Ghozali,"---   Rupiah Anjlok – Apa yang Terjadi & Dampaknya  Rupiah memang sedang **anjlok** signifikan. Pada Senin 27 April 2026 pagi, kurs USD/IDR menyentuh level **Rp17.050** (naik hampir 1,8% dalam sehari dan sudah +10% sejak awal tahun). Ini adalah level terlemah rupiah dalam 3–5",0,0,0,dolar naik,rupiah anjlok apa yang terjadi dampaknya rupiah memang sedang anjlok signifikan pada senin april pagi kurs usd idr menyentuh level rp naik hampir dalam sehari dan sudah sejak awal tahun ini adalah level terlemah rupiah dalam,Ekonomi nasional,Negatif
2048621003568525598,2026-04-27T04:31:23.000Z,@ctan666,See - Tan ,"Dolar merangkak naik, politik LN yg panas, memukul perekonomian dlm negeri, menyebabkan harga2 naik, turunnya daya beli & lambatnya perputaran ekonomi.. 19jt lapker...???   Solusi terbaik dr pemerintah adlh ttp menjalankan program MBG. Ortu nganggur gpp asal dpt MBG..",4,5,20,dolar naik,dolar merangkak naik politik ln yang panas memukul perekonomian dalam negeri menyebabkan harga naik turunnya daya beli lambatnya perputaran ekonomi juta lapker solusi terbaik dari pemerintah adalah tetap menjalankan program mbak orang tua nganggur enggak apa-apa asal dapat mbak,Harga barang,Netral
2048588420554080291,2026-04-27T02:21:55.000Z,@kallaproject,Ro Sadi@kallaproject·Apr 27,"Rupiah susah naik bukan cuma gara-gara pemerintah, tapi juga karena ekonomi global lagi gonjang-ganjing.  Dolar kuat, modal keluar, kebijakan dalam negeri kadang suka nggak sinkron.  Tapi santai, nggak ada cara instan bikin rupiah jagoan dalam semalam.  Kecuali kamu punya mesin",0,1,1,dolar naik,rupiah susah naik bukan cuma gara gara pemerintah tapi juga karena ekonomi global lagi gonjang ganjing dolar kuat modal keluar kebijakan dalam negeri kadang suka enggak sinkron tapi santai enggak ada cara instan bikin rupiah jagoan dalam semalam kecuali kamu punya mesin,Ekonomi nasional,Netral
2048526523322507491,2026-04-26T22:15:57.000Z,@isauragituloh, Amy @isauragituloh·Apr 27,"Beda jaman jg sih kak. Skrg apa² mahal. Dolar naik, inflasi jg.",0,0,0,dolar naik,beda jaman juga sih kak sekarang apa mahal dolar naik inflasi juga,Harga barang,Negatif
2048463177973895339,2026-04-26T18:04:14.000Z,@uwuwue0,dhir4shoy | kinda ia@uwuwue0·Apr 27,"wkwkwk antara wajar dan ngga wajar sih, gua mikirnya malah kita yg emang miskin bgt. Sekarang aja uang berjuta-juta kek ngga ada harga dirinya semua hal harganya naik(ini sindiran ya wahai penguasa) turunin harga dolar itu jing",0,0,0,dolar naik,wkwkwk antara wajar dan enggak wajar sih gua mikirnya malah kita yang memang miskin banget sekarang saja uang berjuta juta kayak enggak ada harga dirinya semua hal harganya naik ini sindiran ya wahai penguasa turunin harga dolar itu anjing,Harga barang,Netral
2048455253990035477,2026-04-26T17:32:45.000Z,@davidcornelism,David Cornelis@davidcornelism·Apr 27,"NVIDIA US$5 TRILIUN: YANG DIRAYAKAN PASAR, YANG TIDAK DIHITUNG INVESTOR  NVIDIA kembali menembus kapitalisasi pasar US$5 triliun pada penutupan Jumat, sekitar enam bulan setelah pertama kalinya melewati ambang itu pada Oktober 2025.  Sahamnya naik 4,32% ke US$208,27, dan dalam",0,0,0,dolar naik,nvidia us triliun yang dirayakan pasar yang tidak dihitung investor nvidia kembali menembus kapitalisasi pasar us triliun pada penutupan jumat sekitar enam bulan setelah pertama kalinya melewati ambang itu pada oktober sahamnya naik ke us dan dalam,Investasi,Netral
2048404448771534980,2026-04-26T14:10:52.000Z,@VicentZacky,Zacky vicent,"Nasdaq baru cetak all-time high baru setelah naik +20% dan pasar saham AS menambah $9 triliun dalam 25 hari.  Sementara itu Bitcoin masih tertahan jauh di bawah puncaknya.  Buat yang ngerti siklus, ini bukan kelemahan. Ini biasanya tanda ledakan datang belakangan.  Uang besar",1,0,2,dolar naik,nasdaq baru cetak all time high baru setelah naik dan pasar saham as menambah triliun dalam hari sementara itu bitcoin masih tertahan jauh di bawah puncaknya buat yang mengerti siklus ini bukan kelemahan ini biasanya tanda ledakan datang belakangan uang besar,Investasi,Netral
2048396476385272278,2026-04-26T13:39:11.000Z,@RWati65,Rindarwati,"Dolar trs menguat, jgn pernah cari kambing hitamnya, sebab kambing hitamnya sdh di sate  Pejabat trs cuci tangan, di kirain rakyat ngak ngerti knp dolar bisa naik, cuma rakyat tdk mau berkoar seperti pejabat yg byk bacot",0,0,0,dolar naik,dolar terus menguat jangan pernah cari kambing hitamnya sebab kambing hitamnya sudah di sate pejabat terus cuci tangan di mengira rakyat enggak mengerti kenapa dolar bisa naik cuma rakyat tidak mau berkoar seperti pejabat yang banyak bacot,Umum,Positif
2048369895868645650,2026-04-26T11:53:34.000Z,@wibisonoys,"Jusuf Wibisono,SH.MM.MH",Gampang melihatnya Nilai Dolar semakin  turun atau naik!!,0,0,0,dolar naik,gampang melihatnya nilai dolar semakin turun atau naik,Umum,Negatif
2048351412296499247,2026-04-26T10:40:07.000Z,@LambeSahamjja,Lambe Saham,"Guys, rupiah sekarang di level Rp17.300-an per dolar. Dan banyak pejabat yang bilang ""itu masih aman, masih terkendali.  Tapi gue mau ajak kalian mundur ke satu momen dalam sejarah Indonesia yang menurut gue paling relevan dengan kondisi sekarang.  Rupiah tembus Rp16.800 per",65,333,830,dolar naik,guys rupiah sekarang di level rp an per dolar dan banyak pejabat yang bilang itu masih aman masih terkendali tapi gue mau ajak kalian mundur ke satu momen dalam sejarah indonesia yang menurut gue paling relevan dengan kondisi sekarang rupiah tembus rp per,Ekonomi nasional,Positif
2048322333677654344,2026-04-26T08:44:34.000Z,@anindyabakrie,Anindya N. Bakrie,"di tengah tantangan global yang membawa dinamika di sektor pariwisata.  Saat ini pariwisata Bali memang menghadapi tantangan imbas dari situasi global. Tapi ada peluang di sini yaitu saat dolar naik tinggi, pariwisata Bali justru bisa menarik devisa.",1,0,0,dolar naik,di tengah tantangan global yang membawa dinamika di sektor pariwisata saat ini pariwisata bali memang menghadapi tantangan imbas dari situasi global tapi ada peluang di sini yaitu saat dolar naik tinggi pariwisata bali justru bisa menarik devisa,Umum,Netral
2048321901500768515,2026-04-26T08:42:51.000Z,@doimucenah,Raka,"Iya lagi, jujur meskipun kita di bayar dolar tapi gw sedih mata uang makin merosot karna harga di market makin naik jadi hanya ilusi nominal aja   Secara buying power makin melemah",0,0,0,dolar naik,iya lagi jujur meskipun kita di bayar dolar tapi gue sedih mata uang makin merosot karena harga di market makin naik jadi hanya ilusi nominal saja secara buying power makin melemah,Harga barang,Negatif
2048317947937231270,2026-04-26T08:27:09.000Z,@serujinews,SERUJI,"Rupiah Paling Lemah di ASEAN, Sejak Pelantikan Presiden Prabowo Turun 10% Lebih  Ringgit Malasyia naik 9,38%, Dolar Singapura melonjak 3,48%, demikian juga Baht Thailand menguat 4,43%.    Dong Vietnam dan Peso Filipina juga melemah, tapi tidak selemah Rupiah.   Apa sebabnya",38,337,569,dolar naik,rupiah paling lemah di asean sejak pelantikan presiden prabowo turun lebih ringgit malasyia naik dolar singapura melonjak demikian juga baht thailand menguat dong vietnam dan peso filipina juga melemah tapi tidak selemah rupiah apa sebabnya,Ekonomi nasional,Negatif
2048314733745553768,2026-04-26T08:14:23.000Z,@crybto7,DR7 ,"Bisa ngk kamu jelasin bg kenapa dolar tidak pernah naik dan selalu saja tetap segitu harganya.  Emang mereka ngk cetak uang,emang mereka ngk inflasi,dan saat mereka inflasi aja nilai nya tetap sama.  Ini sebenarnya aneh tapi kita sudah di manipulasi oleh mereka yang menciptakan",4,2,36,dolar naik,bisa enggak kamu jelasin bang kenapa dolar tidak pernah naik dan selalu saja tetap segitu harganya memang mereka enggak cetak uang memang mereka enggak inflasi dan saat mereka inflasi saja nilai nya tetap sama ini sebenarnya aneh tapi kita sudah di manipulasi oleh mereka yang menciptakan,Harga barang,Negatif
2048271861751115816,2026-04-26T05:24:01.000Z,@TradingDiary2,"Chart Investor Saham IHSG,USA,Crypto",Dolar naik ke level 98 pak hahaha,1,0,0,dolar naik,dolar naik ke level pak hahaha,Umum,Netral
2048271617093177766,2026-04-26T05:23:03.000Z,@onetwoduar,Mie Goreng ,"Jangan lupa nanti 2029 dipilih lagi ya! Politik ga ngaruh kok ke kehidupan kita. Dolar naik juga ga ngaruh, kita belanja pakai rupiah kok",0,0,1,dolar naik,jangan lupa nanti dipilih lagi ya politik enggak ngaruh kok ke kehidupan kita dolar naik juga enggak ngaruh kita belanja pakai rupiah kok,Umum,Netral
